carimbo,pol_comf,conspol_prof_nota,conspol_prof_ofens,conspol_prof_errad,conspol_col_ofens,conspol_redes,conspol_cod_cond,conspol_vidsoci,conspol_vidprofi,conspol_outro,rac_comf,consrac_prof_nota,consrac_prof_ofens,consrac_prof_errad,consrac_col_ofens,consrac_redes,consrac_cod_cond,consrac_vidsoci,consrac_vidprofi,consrac_outro,sex_comf,conssex_prof_nota,conssex_prof_ofens,conssex_prof_errad,conssex_col_ofens,conssex_redes,conssex_cod_cond,conssex_vidsoci,conssex_vidprofi,conssex_outro,gen_comf,consgen_prof_nota,consgen_prof_ofens,consgen_prof_errad,consgen_col_ofens,consgen_redes,consgen_cod_cond,consgen_vidsoci,consgen_vidprofi,consgen_outro,rel_comf,consrel_prof_nota,consrel_prof_ofens,consrel_prof_errad,consrel_col_ofens,consrel_redes,consrel_cod_cond,consrel_vidsoci,consrel_vidprofi,consrel_outro,adm_comf,consadm_prof_nota,consadm_prof_ofens,consadm_prof_errad,consadm_col_ofens,consadm_redes,consadm_cod_cond,consadm_vidsoci,consadm_vidprofi,consadm_outro,mat_comf,consmat_prof_nota,consmat_prof_ofens,consmat_prof_errad,consmat_col_ofens,consmat_redes,consmat_cod_cond,consmat_vidsoci,consmat_vidprofi,consmat_outro,percepfem,percepmasc,percepesq,percepdir,percepbran,perceppre,percepasi,percepric,perceppob,percephomo,percephet,perceptran,perceprel,percepate,percepoutro,tratgen,tratrac,tratpol,tratrel,tratsex,tratclas,compalunos,compprofs,compadm,incentidivers,idade,nivel,academic,area,sexo,trasn,orisex,class,raca,rel,denom_pol,espectro_econ,espectro_cult,uf,cidade
2021/11/03 7:17:48 PM GMT-4,Confortável,,,,,,,,,,Relutante,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Um pouco preocupado,Muito preocupado,Muito preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,,Nunca,Nunca,Poucas vezes por ano,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,5. Sempre,39.0,Superior - meio da graduação,Sim,Ciências Humanas,Masculino,Prefiro não responder,Heterosexual,"De dois a quatro salários mínimos (R$  2.200,01 a R$ 4.400,00).",Pardo / Mestiço,Cristão: Protestante,Conservador,Centro-Direita,Centro-Direita,RS,GUAÍBA
2021/11/04 8:01:23 AM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Não sei.,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,5. Sempre,38.0,Superior - meio da graduação,Sim,Ciências Humanas,Masculino,Não,Heterosexual,Prefiro não responder.,Preto / Negro,Cristão: Protestante,Conservador,Direita,Esquerda,RJ,RIO DE JANEIRO
2021/11/04 7:33:51 PM GMT-4,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Maioria à direita,Não sei responder,Não sei responder,3. Ocasionalmente,20.0,Superior - início da graduação (primeiros dois semestres),Não sei,Ciências Humanas,Masculino,Não,Heterosexual,"Mais de vinte salários mínimos (R$ 22.000,01 ou mais).",Prefiro não responder,Cristão: outra denominação,Não penso muito sobre isso,Direita,Direita,PR,LONDRINA
2021/11/04 7:35:40 PM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Maioria tem posições próximas à minha,Não sei responder,Não sei responder,4. Frequentemente,20.0,Superior - início da graduação (primeiros dois semestres),Não,Ciências Humanas,Feminino,Não,Heterosexual,"De dez a vinte salários mínimos (R$ 11.000,01 a R$ 22.000,00).",Branco / Caucasiano,Cristão: Protestante,Liberal,Centro-Esquerda,Centro-Esquerda,PR,LONDRINA
2021/11/04 7:36:44 PM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,O posicionamento da universidade com relação a religião e costumes é medonho. Teria medo de represálias por parte da reitoria.,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Não sei responder,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,,Nunca,Nunca,Poucas vezes por ano,Nunca,Mais ou menos uma vez por mês,Nunca,Maioria tem posições próximas à minha,Maioria à direita,Maioria à direita,1. Nunca,22.0,Superior - final da graduação (últimos dois semestres),Sim,Ciências Sociais Aplicadas,Masculino,Não,Homosexual,"De dez a vinte salários mínimos (R$ 11.000,01 a R$ 22.000,00).",Branco / Caucasiano,Espiritualidade não-religiosa,Socialista,Centro-Esquerda,Centro-Esquerda,PR,LONDRINA
2021/11/04 7:37:39 PM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Não sei responder,Não sei responder,Tão confortáveis quanto o aluno médio,Não sei responder,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Não sei responder,Tão confortáveis quanto o aluno médio,Não sei responder,Tão confortáveis quanto o aluno médio,Não sei responder,Não ,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Maioria à direita,Não sei responder,Não sei responder,4. Frequentemente,18.0,Superior - início da graduação (primeiros dois semestres),Sim,Ciências Humanas,Feminino,Não,Heterosexual,Prefiro não responder.,Branco / Caucasiano,Cristão: Católico,Liberal,Prefiro não responder,Prefiro não responder,PR,LONDRINA
2021/11/04 7:37:54 PM GMT-4,Relutante,Muito preocupado,Moderadamente preocupado,Um pouco preocupado,Um pouco preocupado,Muito preocupado,Muito preocupado,Moderadamente preocupado,Muito preocupado,,Relutante,Muito preocupado,Moderadamente preocupado,Moderadamente preocupado,Moderadamente preocupado,Muito preocupado,Moderadamente preocupado,Moderadamente preocupado,Muito preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,4. Frequentemente,19.0,Superior - início da graduação (primeiros dois semestres),Prefiro não responder,Ciências Humanas,Feminino,Não,Heterosexual,Prefiro não responder.,Branco / Caucasiano,Cristão: Católico,Não penso muito sobre isso,Prefiro não responder,Prefiro não responder,PR,LONDRINA
2021/11/04 7:39:05 PM GMT-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/11/04 7:39:18 PM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Moderadamente preocupado,Moderadamente preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,,Poucas vezes por ano,Nunca,Poucas vezes por ano,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,2. Raramente,24.0,Superior - meio da graduação,Não,Prefiro não responder,Feminino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Cristão: Católico,Liberal,Prefiro não responder,Prefiro não responder,PR,LONDRINA
2021/11/04 7:39:25 PM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,,Mais ou menos uma vez por mês,Mais ou menos uma vez por mês,Mais ou menos uma vez por mês,Mais ou menos uma vez por mês,Mais ou menos uma vez por mês,Mais ou menos uma vez por mês,Não sei responder,Não sei responder,Não sei responder,5. Sempre,18.0,Superior - início da graduação (primeiros dois semestres),Não,Ciências Humanas,Feminino,Não,Heterosexual,Não sei.,Branco / Caucasiano,Cristão: Católico,Liberal,Direita,Direita,PR,LONDRINA
2021/11/04 7:39:56 PM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,5. Sempre,18.0,Superior - início da graduação (primeiros dois semestres),Sim,Ciências Humanas,Feminino,Não,Heterosexual,"Mais de vinte salários mínimos (R$ 22.000,01 ou mais).",Branco / Caucasiano,Cristão: outra denominação,Liberal,Apolítico / Não penso muito sobre isso,Apolítico / Não penso muito sobre isso,PR,LONDRINA
2021/11/04 7:40:25 PM GMT-4,Confortável,,,,,,,,,,Relutante,Muito preocupado,Moderadamente preocupado,Muito preocupado,Um pouco preocupado,Nem um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,Um pouco preocupado,Hesitaria em dar minha opinião se eu sofre-se algum tipo de ameaça ou violência ,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que o aluno médio,Não sei responder,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Não sei responder,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,,Mais de uma vez por semana,Nunca,Mais de uma vez por semana,Mais ou menos uma vez por mês,Nunca,Nunca,Maioria à esquerda,Maioria à direita,Maioria à direita,1. Nunca,21.0,Superior - final da graduação (últimos dois semestres),Não sei,Ciências Humanas,Feminino,Não,Heterosexual,"Mais de vinte salários mínimos (R$ 22.000,01 ou mais).",Branco / Caucasiano,Não penso muito sobre isso,Socialista,Centro-Esquerda,Centro-Esquerda,PR,LONDRINA
2021/11/04 7:42:45 PM GMT-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/11/04 7:45:39 PM GMT-4,Relutante,Muito preocupado,Muito preocupado,Um pouco preocupado,Muito preocupado,Moderadamente preocupado,Moderadamente preocupado,Muito preocupado,Muito preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Muito preocupado,Muito preocupado,Um pouco preocupado,Moderadamente preocupado,Moderadamente preocupado,Moderadamente preocupado,Muito preocupado,Muito preocupado,,Relutante,Muito preocupado,Muito preocupado,Moderadamente preocupado,Moderadamente preocupado,Moderadamente preocupado,Moderadamente preocupado,Muito preocupado,Muito preocupado,,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,,Mais ou menos uma vez por mês,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,3. Ocasionalmente,18.0,Superior - início da graduação (primeiros dois semestres),Não,Ciências Humanas,Feminino,Não,Heterosexual,"Mais de vinte salários mínimos (R$ 22.000,01 ou mais).",Branco / Caucasiano,Espírita,Não penso muito sobre isso,Apolítico / Não penso muito sobre isso,Apolítico / Não penso muito sobre isso,PR,LONDRINA
2021/11/04 7:46:24 PM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Muito preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,,Nunca,Nunca,"Uma vez por ano, ou menos",Nunca,Nunca,Nunca,Maioria tem posições próximas à minha,Maioria à esquerda,Maioria à direita,2. Raramente,19.0,Superior - meio da graduação,Sim,Ciências Humanas,Masculino,Não,Heterosexual,"De dez a vinte salários mínimos (R$ 11.000,01 a R$ 22.000,00).",Branco / Caucasiano,Espiritualidade não-religiosa,Progressista,Centro-Esquerda,Esquerda,PR,LONDRINA
2021/11/04 7:46:35 PM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Moderadamente preocupado,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Muito preocupado,Um pouco preocupado,Muito preocupado,Muito preocupado,,Confortável,,,,,,,,,,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,,Mais ou menos uma vez por mês,Nunca,Mais ou menos uma vez por mês,Nunca,Nunca,Nunca,Maioria à esquerda,Maioria à esquerda,Maioria à direita,3. Ocasionalmente,18.0,Superior - início da graduação (primeiros dois semestres),Não sei,Ciências Humanas,Feminino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Cristão: Católico,Socialista,Esquerda,Esquerda,PR,LONDRINA
2021/11/04 7:47:21 PM GMT-4,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Moderadamente preocupado,Moderadamente preocupado,Nem um pouco preocupado,Moderadamente preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,,"Uma vez por ano, ou menos",Nunca,Mais ou menos uma vez por mês,Nunca,Nunca,Nunca,Maioria tem posições próximas à minha,Maioria tem posições próximas à minha,Maioria tem posições próximas à minha,4. Frequentemente,18.0,Superior - início da graduação (primeiros dois semestres),Não,Ciências Humanas,Feminino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Cristão: Protestante,Liberal,Centro,Centro,PR,ARAPONGAS
2021/11/04 7:48:30 PM GMT-4,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Moderadamente preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Não sei responder,Não sei responder,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Não sei responder,Tão confortáveis quanto o aluno médio,Não sei responder,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,3. Ocasionalmente,17.0,Superior - início da graduação (primeiros dois semestres),Sim,Ciências Humanas,Masculino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,apenas cristão,Liberal,Centro-Direita,Centro-Esquerda,PR,CAMBÉ
2021/11/04 7:48:54 PM GMT-4,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,,Nunca,Nunca,Poucas vezes por ano,"Uma vez por ano, ou menos",Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,2. Raramente,20.0,Superior - início da graduação (primeiros dois semestres),Sim,Ciências Humanas,Feminino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Espiritualidade não-religiosa,Liberal,Centro-Esquerda,Centro-Esquerda,PR,LONDRINA
2021/11/04 7:49:07 PM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Menos confortáveis que o aluno médio,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,4. Frequentemente,18.0,Superior - início da graduação (primeiros dois semestres),Não sei,Ciências Humanas,Feminino,Não,Heterosexual,"De dois a quatro salários mínimos (R$  2.200,01 a R$ 4.400,00).",Branco / Caucasiano,Cristão: Protestante,Prefiro não responder,Prefiro não responder,Prefiro não responder,PR,LONDRINA
2021/11/04 7:51:07 PM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,,"Uma vez por ano, ou menos",Nunca,Nunca,Nunca,"Uma vez por ano, ou menos",Nunca,Não sei responder,Maioria à esquerda,Maioria à direita,5. Sempre,19.0,Superior - início da graduação (primeiros dois semestres),Sim,Ciências Humanas,Feminino,Não,Bisexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Não sei,Cristão: Católico,Liberal,Centro-Esquerda,Esquerda,PR,CAMBÉ
2021/11/04 7:53:33 PM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,3. Ocasionalmente,19.0,Superior - início da graduação (primeiros dois semestres),Não,Ciências Humanas,Masculino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Cristão: outra denominação,Liberal,Centro-Direita,Centro,PR,LONDRINA
2021/11/04 7:54:39 PM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Não sei responder,Não sei responder,Tão confortáveis quanto o aluno médio,Não sei responder,Não sei responder,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Não sei responder,Tão confortáveis quanto o aluno médio,Não sei responder,Tão confortáveis quanto o aluno médio,Não sei responder,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Maioria tem posições próximas à minha,Maioria tem posições próximas à minha,Não sei responder,3. Ocasionalmente,20.0,Superior - meio da graduação,Não,Ciências Humanas,Feminino,Não,Heterosexual,Não sei.,Branco / Caucasiano,Cristão: Protestante,Não penso muito sobre isso,Centro,Centro,PR,LONDRINA
